"","total_route","single_distance","single_cargo_weight","single_cargo_volume","total_travel_time"
"1",1,0,0,0,0
"2",3,0.443736928858235,31,18,28.007395615481
"3",5,1.64272311166935,35,21,30.0273787185278
"4",7,0.295150894473167,36,21,64.0049191815746
"5",20,2.02899664013718,78.5,46.5,34.0338166106689
"6",107,1.64923109365068,40.5,23.5,64.0274871848942
"7",105,0.113566364106955,77.5,45.5,40.0018927727351
"8",110,0.668190256179588,47.5,27.5,54.0111365042697
"9",112,0,62.5,35.5,74
"10",114,0,87,50,48
"11",113,0.049168744175563,55.5,31.5,46.0008194790696
"12",115,0.049168744175563,57.5,34.5,40.0008194790696
"13",117,0,50,30,10
"14",116,0.0239303861181879,11.5,6.5,12.0003988397686
"15",118,0.0239303861181879,12,6,2.00039883976864
"16",120,0.000160707251447746,2.5,1.5,34.0000026784542
"17",122,0.000321414519363929,40.5,23.5,14.0000053569087
"18",121,0.0507234023260511,17.5,10.5,24.0008453900388
"19",119,0.000525542145671754,25.5,13.5,6.00000875903576
"20",124,0.0507403466782313,7.5,4.5,66.0008456724446
"21",126,0.417720872089125,75,42,82.0069620145348
"22",130,0.294455281674721,95,54,60.0049075880279
"23",129,0.555933311592321,68,38,50.0092655551932
"24",127,0.294455281674721,59.5,34.5,22.0049075880279
"25",132,0.692188157906115,22.5,11.5,50.0115364692984
"26",134,0.00323306742234961,57.5,32.5,18.000053884457
"27",136,0.00490111627940707,20.5,11.5,52.0000816852713
"28",135,0.0105577182730806,64,38,44.0001759619712
"29",137,0.00569316486776934,51,29,28.0000948860811
"30",141,0.0272245848404538,31,17,26.0004537430807
"31",145,0.212169531456607,32.5,19.5,6.00353615885761
"32",149,0.0203794742333864,6.5,3.5,22.0003396579039
"33",131,0.911876479743704,26.5,15.5,42.0151979413291
"34",139,0.618007680130218,45.5,24.5,34.0103001280022
"35",138,0.0272245848404538,37,20,44.0004537430807
"36",140,0.0351587031324845,49,27,34.0005859783855
"37",153,0.889068318301021,41.5,24.5,56.014817805305
"38",155,0.0518187531146398,64.5,36.5,2.00086364588524
"39",157,0.090664924535882,2,1,54.0015110820756
"40",108,3.46477211721654,63,36,74.0577462019536
"41",73,0.601690612778039,85.5,48.5,28.0100281768796
"42",75,0.00175595849104481,34,20,62.0000292659749
"43",78,0.00346851168183645,70,39,66.000057808528
"44",85,0.00973172578499196,75,42,30.0001621954298
"45",90,0.00493721305239158,33,18,58.0000822868842
"46",88,0.00180021275765691,69,40,24.000030003546
"47",87,0.00432561559835251,27.5,15.5,52.0000720935933
"48",91,0.00180021275765691,58.5,32.5,26.000030003546
"49",82,0.0129248254516867,29.5,16.5,30.0002154137575
"50",89,0.00690513925684723,32.5,17.5,38.0001150856543
"51",86,0.00493721305239158,42.5,23.5,52.0000822868842
"52",83,0.00260798225998761,65,39,32.000043466371
"53",81,0.00213679368262171,35.5,19.5,82.0000356132281
"54",80,0.00597295916925653,96,55,40.0000995493195
"55",84,0.00213679368262171,49.5,29.5,64.0000356132281
"56",79,0.00973172578499196,79,47,86.0001621954298
"57",76,0.0068102172440608,101,58,18.0001135036207
"58",92,0.0475966649953318,18,9,12.0007932777499
"59",94,0.0671844192743006,14.5,8.5,44.0011197403212
"60",96,0.00522542805700308,54.5,32.5,50.0000870904676
"61",98,0.00253487538128634,56,31,80.000042247923
"62",97,0.0328972953685911,94.5,54.5,18.0005482882561
"63",99,0.032357723654191,20.5,11.5,74.0005392953942
"64",95,0.241977644746433,87.5,50.5,56.0040329607458
"65",93,0.0740124409273294,64,36,24.0012335406821
"66",100,0.245668093676672,29.5,17.5,20.0040944682279
"67",40,0.969957877869001,22,12,64.0161659646311
"68",53,0.356049506561153,78,46,28.0059341584427
"69",41,0.356453912005057,31.5,17.5,76.0059408985334
"70",47,0.424309351884406,88.5,50.5,74.0070718225314
"71",46,0.00498003888367987,86.5,49.5,62.0000830006481
"72",49,0.00756392975165359,74.5,43.5,68.0001260654959
"73",32,1.98373936367064,80.5,46.5,22.0330623227278
"74",31,0.0128738339996168,26.5,15.5,30.0002145639
"75",33,0.00360661395860241,30.5,15.5,28.0000601102326
"76",36,0.00900268724051564,34.5,20.5,42.0001500447873
"77",13,2.14352321829877,48,27,88.0357253869716
"78",50,2.86328239269663,102.5,58.5,52.0477213732116
"79",43,0.249769912440959,59.5,33.5,52.004162831874
"80",29,0.515411842189078,61,35,70.0085901973698
"81",44,0.522665594016987,82,47,12.0087110932336
"82",48,0.011654892796521,13,7,62.0001942482133
"83",45,0.0106379629798886,71,40,76.000177299383
"84",42,0.446583675042922,88.5,50.5,52.0074430612507
"85",51,0.249769912440959,60,34,64.004162831874
"86",74,0.296268375117653,72.5,40.5,36.004937806252
"87",52,0.297746374527544,41,23,12.0049624395755
"88",54,0.000406289003756866,14,8,20.0000067714834
"89",56,0.00632004193023662,22.5,12.5,76.0001053340322
"90",58,0.00530144714499695,91,53,22.0000883574524
"91",60,0.00746827666125045,25,14,40.0001244712777
"92",63,0.00571758901032443,45.5,25.5,60.0000952931502
"93",65,0.00109717118504894,67.5,37.5,16.0000182861864
"94",67,0,20,12,48
"95",70,0.000602542697884695,52.5,28.5,46.0000100423783
"96",72,0.000459691770355282,56,33,30.0000076615295
"97",71,0.0927240591848519,30,15,74.0015454009864
"98",69,0.0105110870711041,89,52,18.0001751847845
"99",68,0.000602542697884695,19,10,28.0000100423783
"100",66,0.00341425353389488,34,20,52.0000569042256
"101",64,0.00121204309694847,61.5,35.5,76.0000202007183
"102",62,0.00237017024472279,91,53,10.0000395028374
"103",61,0.00571758901032443,11.5,6.5,10.0000952931502
"104",59,0.0110394518937259,12.5,7.5,74.0001839908649
"105",77,0.230090159246885,88,51,40.0038348359874
"106",57,0.137321253503677,49.5,29.5,46.0022886875584
"107",55,0.114097384742158,51.5,28.5,34.001901623079
"108",109,0.872386882735475,35,18,56.0145397813789
"109",125,0.621082330398803,68,40,12.0103513721733
"110",106,1.03413024136432,13.5,7.5,50.0172355040227
"111",21,1.64923109365068,62.5,37.5,28.0274871848942
"112",26,0.210585668702923,35,21,8.00350976114505
"113",28,0.000935678288938176,9.5,5.5,52.0000155946381
"114",30,0.0202913338969119,58.5,32.5,68.0003381888983
"115",35,0.0153093228281209,79,45,24.0002551553805
"116",34,0.00900268724051564,28,16,30.0001500447873
"117",39,0.179441158560056,31.5,16.5,42.002990685976
"118",23,0.648117143972197,48.5,27.5,48.0108019523995
"119",25,0.000222389854168448,60,36,64.0000037064976
"120",24,0.00166893296741371,76,44,78.0000278155495
"121",27,0.00248218719769223,93,54,72.0000413697866
"122",22,0.213964517823258,86.5,50.5,56.0035660752971
"123",101,1.18025521964096,68.5,40.5,64.0196709203273
"124",104,2.00950173469652,74.5,42.5,62.0334916955783
"125",158,3.41834291176192,72,41,62.0569723818627
"126",150,1.91671513741392,75,44,22.0319452522902
"127",37,3.68008204617026,26,15,38.0613347007695
"128",17,2.04425712545568,41.5,22.5,60.0340709520909
"129",16,0.893319782490329,67.5,37.5,52.0148886630415
"130",38,2.04425712545568,62.5,36.5,58.0340709520909
"131",14,3.95898564929305,72.5,43.5,14.0659830941549
"132",19,2.80838494053793,15,8,24.0468064156756
"133",8,2.02899664013718,26,14,44.0338166106689
"134",10,0.114334769176208,55,33,28.0019055794863
"135",12,0.00066972754013475,29.5,15.5,22.0000111621257
"136",11,0.00671547486036959,26,15,38.000111924581
"137",9,0.124233860708964,40.5,21.5,50.0020705643451
"138",151,5.78663596476698,62.5,37.5,48.0964439327461
"139",154,1.49236770020438,55.5,31.5,50.0248727950034
"140",156,0.182626222671875,60,35,68.0030437703779
"141",152,1.62068633397308,80.5,46.5,60.0270114388995
"142",128,1.62670351208041,67.5,37.5,72.0271117252013
"143",123,1.04888752515354,84,48,38.0174814587526
"144",111,1.5030171722441,45,26,68.0250502862041
"145",103,0.146490428718158,80,46,54.0024415071453
"146",102,2.00950173469652,60,33,62.0334916955783
"147",15,3.23244373662508,74,43,68.0538740622771
"148",18,0.893319782490329,81.5,47.5,18.0148886630415
"149",143,5.26772988552329,19.5,10.5,10.0877954980921
"150",148,0.0140991194336808,12,7,32.0002349853239
"151",146,0.0203794742333864,35,19,44.0003396579039
"152",144,0.0140991194336808,52,30,60.0002349853239
"153",147,0.0765176415372266,70,40,82.0012752940256
"154",142,0.269917905995077,96.5,55.5,70.0044986317666
"155",133,1.42727868263276,80,45,68.0237879780439
"156",167,7.49314767154766,82.5,48.5,38.1248857945258
"157",159,1.51042602770876,46,27,24.0251737671285
"158",161,0.0399619290738442,27,15,62.0006660321512
"159",160,0.197439614013895,76,45,62.0032906602336
"160",162,0.157498201501884,72.5,41.5,46.002624970025
"161",164,1.47558383280837,57,34,26.0245930638801
"162",163,1.94642973372665,32.5,19.5,64.0324404955621
"163",165,3.33346928639956,75,43,22.05555782144
"164",6,8.93368169176903,26.5,15.5,46.1488946948628
"165",2,2.22265467832993,54.5,31.5,20.0370442446388
"166",4,5.04330653507586,21.5,11.5,74.0840551089179
"167",166,10.5946747627698,87,50,34.1765779127128
