,total_route,single_distance,single_cargo_weight,single_cargo_volume,total_travel_time
1454,1031,0.00116666,62.5,35.5,40.00001944
1455,1026,0.017477991,49.5,29.5,28.0002913
1456,1024,0.007971549,31.5,17.5,24.00013286
1457,1023,0,27.5,15.5,46
1458,901,0.118911,55.5,32.5,24.00198185
1459,838,0.34217936,27.5,15.5,34.00570299
1460,853,0.26235604,41.5,24.5,36.0043726
1461,730,0.435904509,42.5,24.5,38.00726508
1462,772,0.251645641,45.5,26.5,36.00419409
1463,731,0.251902243,40,22,16.00419837
1464,767,0.112781406,18,10,24.00187969
1465,724,0.184784625,26,14,20.00307974
1466,686,0.355239034,22.5,12.5,24.00592065
1467,38,0.357481991,29.5,17.5,36.00595803
1468,47,0.001929202,41,23,20.00003215
1469,51,0.00011611,24,14,24.00000194
1470,53,0.000669691,29,17,22.00001116
1471,56,0.002271879,25,14,12.00003786
1472,59,5.81E-05,13.5,7.5,28.00000097
1473,55,0.000932536,30,16,36.00001554
1474,52,0.001995271,44,26,46.00003325
1475,60,0.00189805,55,32,32.00003163
1476,81,0.003849675,37.5,21.5,48.00006416
1477,80,0.000602523,56,32,14.00001004
1478,68,0.001653078,17,10,32.00002755
1479,71,0.000160767,36.5,20.5,28.00000268
1480,70,0.000206635,34.5,20.5,36.00000344
1481,69,0.000160767,41,23,4.000002679
1482,72,0.000206635,4,2,40.00000344
1483,74,0,47,27,36
1484,73,0.000333585,40.5,22.5,40.00000556
1485,75,0.000333585,46,26,22.00000556
1486,77,0.000229843,27,16,32.00000383
1487,82,0.001149213,36.5,20.5,40.00001915
1488,89,0.001446901,47.5,27.5,46.00002412
1489,88,0.001432991,52.5,29.5,38.00002388
1490,90,0.000125438,44.5,25.5,32.00000209
1491,86,0.000825156,37,21,38.00001375
1492,78,0.002596665,46,27,38.00004328
1493,85,0.001377329,47,28,32.00002296
1494,91,0.000825156,37,21,24.00001375
1495,93,0.000558998,25,13,36.00000932
1496,95,5.81E-05,42.5,24.5,50.00000097
1497,94,0.000125438,58,33,28.00000209
1498,96,0.000111195,34.5,20.5,60.00000185
1499,98,0.000786977,70,40,40.00001312
1500,101,0.002958568,48.5,28.5,44.00004931
1501,105,0.00441211,53,31,32.00007354
1502,97,0.002730869,38,22,46.00004551
1503,106,0.00275979,55,32,16.000046
1504,108,0.002148249,20,12,42.0000358
1505,117,0.003989738,47.5,26.5,32.0000665
1506,124,0.004686964,36,20,34.00007812
1507,118,0.00855567,42.5,25.5,26.00014259
1508,112,0.006496128,28.5,15.5,20.00010827
1509,104,0.005285229,21.5,11.5,16.00008809
1510,102,0.00441211,18,10,30.00007354
1511,107,0.002637873,36.5,21.5,20.00004396
1512,114,0.003396615,25,15,8.00005661
1513,103,0.008132434,9,5,18.00013554
1514,113,0.005285229,19,10,28.00008809
1515,120,0.004743348,31.5,17.5,30.00007906
1516,123,0,33,18,22
1517,125,0.004003728,24,13,40.00006673
1518,122,0.017759605,45.5,25.5,46.00029599
1519,121,0,56,33,32
1520,126,0.017759605,36,20,34.00029599
1521,18,0.064316894,41.5,24.5,40.00107195
1522,26,0.00226339,48,28,46.00003772
1523,23,0.000365648,54,31,18.00000609
1524,14,0.003108468,19.5,10.5,40.00005181
