"","total_route","single_distance","single_cargo_weight","single_cargo_volume","total_travel_time"
"1803",167,0,38,21,10
"1804",166,0,12.5,7.5,10
"1805",165,0,11.5,6.5,48
"1806",164,0,57.5,33.5,10
"1807",160,0.0101888872868539,12,7,50.0001698147881
"1808",159,0,58.5,33.5,24
"1809",158,0,27,15,52
"1810",157,0,61,35,38
"1811",143,0.00375907668050165,42.5,23.5,22.000062651278
"1812",142,0,26.5,15.5,36
"1813",141,0,41,23,48
"1814",140,0,55.5,31.5,4
"1815",139,0,4.5,2.5,24
"1816",138,0,27,15,26
"1817",137,0,29,16,20
"1818",136,0,22.5,12.5,48
"1819",135,0,56.5,32.5,40
"1820",134,0,46.5,26.5,22
"1821",133,0,24,13,44
"1822",132,0,50,28,32
"1823",131,0,36.5,20.5,20
"1824",130,0,22.5,12.5,24
"1825",129,0,28.5,16.5,20
"1826",194,0.0321806932488701,20.5,10.5,28.0005363448875
"1827",196,0,32,18,34
"1828",198,0,40,23,16
"1829",57,0.102287163436298,17.5,9.5,30.0017047860573
"1830",59,0,33.5,18.5,20
"1831",192,0.073195630139081,21,11,22.001219927169
"1832",191,0,24.5,13.5,10
"1833",190,0,12.5,7.5,38
"1834",60,0.073195630139081,47,28,22.001219927169
"1835",62,0,26,15,44
"1836",69,0,51,29,44
"1837",72,0,51.5,29.5,54
"1838",87,0,64,37,30
"1839",89,0,34.5,19.5,40
"1840",92,0.00250830162754475,45,25,24.0000418050271
"1841",95,0.000365270608563414,29,17,30.0000060878435
"1842",94,0.0156229438169181,36.5,21.5,56.0002603823969
"1843",93,0.000365270608563414,66,38,52.0000060878435
"1844",195,0.202833703183669,61.5,35.5,26.0033805617197
"1845",197,0.00358835504494214,29,16,30.0000598059174
"1846",587,0.0626126160292282,37,22,36.0010435436005
"1847",586,0,40,22,44
"1848",585,0,50.5,28.5,6
"1849",584,0,6.5,3.5,16
"1850",583,0,20,12,42
"1851",582,0,51,30,50
"1852",581,0,58,33,44
"1853",580,0,53.5,31.5,14
"1854",579,0,16.5,9.5,22
"1855",578,0,24,13,16
"1856",577,0,20,12,56
"1857",576,0,66,38,22
"1858",575,0,27.5,16.5,22
"1859",574,0,22.5,11.5,50
"1860",573,0,59,34,24
"1861",572,0,26.5,14.5,6
"1862",571,0,6.5,3.5,50
"1863",570,0,59,34,42
"1864",569,0,49,28,44
"1865",568,0,52,30,18
"1866",567,0,20,11,26
"1867",566,0,28.5,15.5,28
"1868",565,0,35,21,50
"1869",564,0,60,35,30
"1870",563,0,36.5,21.5,40
"1871",562,0,47.5,27.5,10
"1872",561,0,11.5,6.5,28
"1873",560,0,33.5,19.5,36
"1874",559,0,44,26,48
"1875",558,0,57,33,58
"1876",621,0.000448544442703773,67.5,38.5,34.0000074757407
"1877",620,0,42.5,25.5,50
"1878",619,0,59,34,14
"1879",618,0,14.5,7.5,34
"1880",617,0,38.5,21.5,10
"1881",616,0,11.5,6.5,46
"1882",615,0,56,33,2
"1883",614,0,2.5,1.5,36
"1884",613,0,44.5,26.5,52
"1885",612,0,62,36,26
"1886",611,0,32.5,19.5,42
"1887",610,0,51.5,30.5,26
"1888",609,0,30,17,42
"1889",608,0,50,29,24
"1890",607,0,26.5,14.5,4
"1891",606,0,5,3,38
"1892",605,0,45,26,18
"1893",604,0,20.5,11.5,16
"1894",603,0,17.5,9.5,28
"1895",602,0,34.5,20.5,48
"1896",601,0,55.5,31.5,14
"1897",600,0,15,8,14
"1898",599,0,15.5,8.5,44
"1899",598,0,50,28,18
"1900",597,0,19.5,10.5,34
"1901",596,0,41.5,24.5,26
"1902",595,0,32.5,19.5,36
"1903",594,0,41.5,23.5,24
"1904",593,0,29,17,16
"1905",592,0,19.5,11.5,36
"1906",591,0,41,23,16
"1907",590,0,20,12,46
"1908",589,0,54,31,22
"1909",916,0.000669023080691936,27.5,16.5,36.0000111503847
"1910",915,0,41,23,40
"1911",914,0,45,25,18
"1912",913,0,19.5,10.5,46
"1913",912,0,53,30,24
"1914",911,0,27.5,15.5,40
"1915",910,0,49,29,34
"1916",909,0,39,22,44
"1917",908,0,52,30,48
"1918",1384,0.00106189880874887,55,31,14.0000176983135
"1919",1383,0,15.5,8.5,32
"1920",1382,0,39,23,34
"1921",1381,0,38,21,40
"1922",1380,0,50,30,36
"1923",1379,0,44.5,26.5,32
"1924",1378,0,35,19,34
"1925",1377,0,41.5,24.5,48
"1926",1376,0,55.5,31.5,18
"1927",1434,0.000459653691410252,19,10,26.0000076608949
"1928",1433,0,30.5,17.5,56
"1929",1432,0,65.5,37.5,32
"1930",1431,0,39,23,16
"1931",1430,0,17.5,9.5,40
"1932",1429,0,46.5,26.5,16
"1933",1428,0,18.5,10.5,50
"1934",1427,0,58.5,33.5,30
"1935",1426,0,34,19,26
"1936",1324,0.000376227327518308,27.5,14.5,24.0000062704555
"1937",1323,0,30,18,20
"1938",1322,0,20.5,10.5,48
"1939",1321,0,55.5,31.5,36
"1940",1320,0,44.5,26.5,28
"1941",1319,0,32.5,18.5,46
"1942",1318,0,55.5,32.5,38
"1943",1317,0,43,24,38
"1944",1316,0,42.5,23.5,32
"1945",1315,0,39.5,23.5,22
"1946",1314,0,22.5,11.5,40
"1947",1313,0,47,27,52
"1948",1312,0,61.5,35.5,16
"1949",1311,0,18,10,54
"1950",1310,0,63.5,36.5,26
"1951",1309,0,29,16,22
"1952",1308,0,27,16,42
"1953",1307,0,52,31,20
"1954",1306,0,23,13,24
"1955",1305,0,29.5,17.5,56
"1956",1304,0,66,38,44
"1957",1303,0,50,28,16
"1958",1302,0,19.5,11.5,40
"1959",1301,0,50,30,16
"1960",1300,0,16.5,8.5,34
"1961",1299,0,39,22,8
"1962",1298,0,8,4,8
"1963",1297,0,9,5,28
"1964",1296,0,33.5,19.5,38
"1965",1295,0,43.5,24.5,42
"1966",1294,0,48,27,50
"1967",1293,0,58,33,14
"1968",1292,0,15.5,8.5,24
"1969",1291,0,29,17,44
"1970",1290,0,52,30,20
"1971",1289,0,24.5,14.5,18
"1972",1288,0,18.5,9.5,24
"1973",1287,0,30,18,52
"1974",1286,0,60.5,34.5,20
"1975",1285,0,22,12,26
"1976",1284,0,29,16,42
"1977",1283,0,51.5,30.5,48
"1978",1282,0,56.5,32.5,22
"1979",1281,0,23,12,34
"1980",1280,0,39.5,22.5,14
"1981",1279,0,14.5,7.5,32
"1982",1278,0,39,23,22
"1983",1277,0,25,14,32
"1984",1276,0,35,19,30
"1985",1275,0,36,21,10
"1986",1274,0,10.5,5.5,12
"1987",1273,0,12,6,34
"1988",1272,0,40.5,23.5,34
"1989",1271,0,42.5,25.5,6
"1990",1270,0,6.5,3.5,36
"1991",1269,0,40.5,22.5,36
"1992",1241,5.79925286617699e-05,41,23,34.0000009665421
"1993",1240,0,40.5,23.5,30
"1994",1239,0,37,22,44
"1995",1238,0,51.5,29.5,24
"1996",1237,0,27,15,36
"1997",1236,0,43,25,20
"1998",1235,0,21,11,12
"1999",1234,0,14,8,56
"2000",1233,0,65,37,30
"2001",1232,0,32.5,17.5,16
"2002",1231,0,18.5,10.5,30
"2003",1230,0,32.5,17.5,38
